"","X","State","ID","Material","Taxa","Type","County","Measured","Mea_SE","Norm","Norm_SE","X13C","SiteID","SiteName","Lat","Long","Strat","Context","AMS_Radio","Comment","Reference","Region","Date","Error","Site_Name"
"5113",68461,"Colorado","Beta-58787","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",6690,100,NA,NA,NA,"5MF3012",NA,40.608316,-108.202444,NA,"Bulk soil feature fill, TP 7W, run for LaRamie Soils Service. A noncultural buried A-horizon.",NA,NA,"O'BRIEN AND MCDONALD 2000","Plateau",6690,100,"5MF3012"
"5114",68462,"Colorado","Beta-58788","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",2430,60,NA,NA,NA,"5MF3048",NA,40.608316,-108.202444,NA,"Bulk soil from Feature 2. Block A, 1 of 2 Late Archaic dates. Circular basin hearth near the top of a charcoal-stained stratum. Meas. ca. 44 cm in dia., 10 cm deep. Located near the S margin of the dark gray soil in Block A. No artifacts in the feature.",NA,NA,"MCDONALD 1999","Plateau",2430,60,"5MF3048"
"5115",68463,"Colorado","Beta-58789","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4920,80,NA,NA,NA,"5MF3048",NA,40.608316,-108.202444,NA,"Bulk soil from Feature 3 hearth. Considered Middle Archaic,  from Block B. Discovered in the wall of backhoe trench that removed the S half. Meas 61 cm in dia., 24 cm deep. Fill was gray brown silty sand with charcoal flcking. One piece of debitage recovered. One of 2 hearths at the same depth in Block B (the other was Feature 7). Statistically contemporaneous a 2 sigma level with the other Middle Archaic date, B-58791.",NA,NA,"MCDONALD 1999","Plateau",4920,80,"5MF3048"
"5116",68464,"Colorado","Beta-58790","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",2080,70,NA,NA,NA,"5MF3048",NA,40.608316,-108.202444,NA,"Bulk soil from Feature 5 hearth in Excavation Block A. A roughly circular, basin-shaped hearth 34 - 38 cm in dia., 16 cm deep. Located 2 m N of Feature 2 hearth and assoc. with the charcoal stained horizon present throughout Block A. One piece of debitage from the fill.",NA,NA,"MCDONALD 1999","Plateau",2080,70,"5MF3048"
"5117",68465,"Colorado","Beta-58791","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",5200,100,NA,NA,NA,"5MF3048",NA,40.608316,-108.202444,NA,"Bulk soil from Feature 7 hearth.Roughly circular, steep-sided, basin shaped, filled with compact, charcoal-stained silty sand. Meas. 60 to 65 cm in dia., 19 cm deep. Two pieces of debitage and a mano were recovered from the fill.Considered to be Middle Archaic.  Statistically contemporaneous, according to authors, with the other Middle Archaic date, B-58789.",NA,NA,"MCDONALD 1999","Plateau",5200,100,"5MF3048"
"5118",68466,"Colorado","Beta-58792","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",3130,70,NA,NA,NA,"5MF3178",NA,40.608316,-108.202444,NA,"Feature 6, found on the bladed surface. A hearth, meas. 50 x 52 cm in dia., 9 cm deep, filled with dark, fine grained sand with some charcoal.",NA,NA,"MCDONALD, ED. 2001","Plateau",3130,70,"5MF3178"
"5119",68467,"Colorado","Beta-58793","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",1400,80,NA,NA,NA,"5MF3186",NA,40.608316,-108.202444,NA,"Bulk soil sample from Feature B, shallow basin hearth.",NA,NA,"OAHP FILES 2005","Plateau",1400,80,"5MF3186"
"5120",68468,"Colorado","Beta-58794","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",2770,90,NA,NA,NA,"5MF3199",NA,40.608316,-108.202444,"Strat C","Bulk soil sample from Feature 1hearth in Stratum C",NA,NA,"MCDONALD, ED. 2001","Plateau",2770,90,"5MF3199"
"5121",68469,"Colorado","Beta-58795","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",5030,70,NA,NA,NA,"5MF3200",NA,40.608316,-108.202444,NA,"Provenience unknown",NA,NA,"Spangler 2010, Paradigms and Perspectives revisited…","Plateau",5030,70,"5MF3200"
"5122",68470,"Colorado","Beta-58796","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",4250,90,NA,NA,NA,"5MF3587","Vortex site",40.608316,-108.202444,NA,"from interior of structure",NA,NA,NA,"Plateau",4250,90,"Vortex site"
"5124",68472,"Colorado","Beta-58798","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",3760,70,NA,NA,NA,"5MF3601",NA,40.608316,-108.202444,NA,"Feature O, a basin shaped hearth that contained some small pieces of FCR but no charcoal. Sample material is charcoal-stained bulk soil",NA,NA,"McDonald, K.  2001 (editor)","Plateau",3760,70,"5MF3601"
"5125",68473,"Colorado","Beta-58799","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",5140,80,NA,NA,NA,"5MF3607",NA,40.608316,-108.202444,NA,"Bulk soil sample from Feature B hearth.",NA,NA,"OAHP FILES 2005","Plateau",5140,80,"5MF3607"
"5126",68474,"Colorado","Beta-58800","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",3300,80,NA,NA,NA,"5MF3610","Split Handstone site",40.608316,-108.202444,"150-182 cm bd","Soil from Feature C, situated between 150 and 182 below datum. A roughly circular, unlined basin. Meas. 68 x 30 (intact portion only). Much deeper than Feature B.",NA,NA,"MCDONALD 2000","Plateau",3300,80,"Split Handstone site"
"5127",68475,"Colorado","Beta-58801","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",7140,90,NA,NA,NA,"5MF3611",NA,40.608316,-108.202444,NA,"feature in an open campsite",NA,NA,"Compass database","Plateau",7140,90,"5MF3611"
"5128",68476,"Colorado","Beta-58803","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",3480,80,NA,NA,NA,"5MF2990",NA,40.608316,-108.202444,NA,"Feature 2,  structure, found in AU B.  33-43 cm bmgs; 119N/108E. Meas. 2.6 x 3.6 m, 25 cm deep; artifacts: 666 debitage, 6 tools, 94 bones. Occupation floor has 8 assoc. features.Feature 10, a storage pit situated along the W edge of Structure 2 yielded a bulk soil sample of 3600 +/- 60.Feature 2 is categorized as the 4th occupational episode at the site.  A lanceolate knife, consistent with Middle Archaic McKean Complex was excavated from  nearby AU E.  AU B is interpreted as a small residential base camp",NA,NA,"MCDONALD ET AL. 2000","Plateau",3480,80,"5MF2990"
"5129",68477,"Colorado","Beta-58804","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",3600,60,NA,NA,NA,"5MF2990",NA,40.608316,-108.202444,NA,"Bulk soil sample from Feature 10, interior edge  of F2 house structure.  See B-55803, the sample from Feature 2 for additional info on the feature and occupation.",NA,NA,"MCDONALD ET AL. 2000","Plateau",3600,60,"5MF2990"
"5130",68478,"Colorado","Beta-58805","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4120,70,NA,NA,NA,"5MF2990",NA,40.608316,-108.202444,NA,"Bulk soil sample from Feature 31, a subfeature from a feature cluster, AU A  31-53 cm bmgs; 122N/109-110E. Feature 31 is an interior of Feature 63, a habitation structure. Feature 63 meas. 3.2? x 4.15 m, 30 cm deep; artifacts: 577 debitage, 19 tools, 351 bones. Floor is assoc. with 18 features. Feature 44 is also a subfeature of the same feature cluster, and authors indicate that dates from these 2 features are statistically comtemporaneous, with an average of 4065 +/- 55 RCYBP",NA,NA,"MCDONALD ET AL. 2000","Plateau",4120,70,"5MF2990"
"5131",68479,"Colorado","Beta-58806","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",3960,70,NA,NA,NA,"5MF2990",NA,40.608316,-108.202444,NA,"Bulk soil sample from Feature 42.  47-59 cm bmgs; 113N/105E.  Interior of F68(1), habitation structure. Feature 68 meas. 3.0 x 4.5 m in dia., 25 cm deep, with 10 assoc. features. Artifacts: 784 debitage, 22 tools 1 GS, 301 bone.",NA,NA,"MCDONALD ET AL. 2000","Plateau",3960,70,"5MF2990"
"5132",68480,"Colorado","Beta-58807","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4010,70,NA,NA,NA,"5MF2990",NA,40.608316,-108.202444,"20-49 cm bmgs","Bulk soil sample from Feature 44.  20-49 cm bmgs; 119-120N/111-112E.  A subfeature from a feature cluster, AU A.  Interior of Feature 63, a habitation structure.  Feature 31 is also a subfeature of the same feature cluster, and authors indicate that dates from these 2 features are statistically comtemporaneous, with an average of 4065 +/- 55 RCYBP",NA,NA,"MCDONALD ET AL. 2000","Plateau",4010,70,"5MF2990"
"5133",68481,"Colorado","Beta-58808","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4130,80,NA,NA,NA,"5MF3187",NA,40.608316,-108.202444,NA,"soil from Feature A, one of the hearths identified during pipeline monitoring.",NA,NA,"MCDONALD 1999B","Plateau",4130,80,"5MF3187"
"5134",68482,"Colorado","Beta-58809","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1500,50,NA,NA,NA,"5MF3187",NA,40.608316,-108.202444,NA,"Feature 1 hearth, situated in the upper cultural unit. Only a few pieces of debitage in association.Basin shaped, meas. 31 cm in dia., 15 cm thick. Charcoal flecking in the hearth, with FCR and charcoal flecking noted in the surrounding matrix.",NA,NA,"MCDONALD 1999B","Plateau",1500,50,"5MF3187"
"5135",68483,"Colorado","Beta-58878","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",860,50,NA,NA,NA,"5MF1915","Red Rose site",40.608316,-108.202444,"10-26 cm bmgs","Feature 1C hearth, or a hearth cleaning episode--Area A.  10-26 cm bmgs; 532-533N/473-474E.Part of the Feature 1 complex, a widespread distribution of sandstone cobbles, many fire altered. Feature 1C was located in the upprmost part of the 2Ab cultural horizon, along with Feature 1B.",NA,NA,"KALASZ, ET AL. 2000","Plateau",860,50,"Red Rose site"
"5136",68484,"Colorado","Beta-58879","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1400,70,NA,NA,NA,"5MF1915","Red Rose site",40.608316,-108.202444,NA,"Feature 1Dhearth, or remnants of hearth cleaning,  Area A, part of the Feature 1 complex.  Hearth was 45-53 cm bmgs, 528-529N/474-475E, and contained charcoal, FCR and ash. It was situated ca. 20-30 cm lower than the other two dated hearths in the Feature 1 complex, that is, Hearths 1B and 1C.",NA,NA,"KALASZ, ET AL. 2000","Plateau",1400,70,"Red Rose site"
"5137",68485,"Colorado","Beta-58880","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1630,70,NA,NA,NA,"5MF2987",NA,40.608316,-108.202444,NA,"Feature 3, called a bell-shaped hearth, from one of several test units placed on the slope and lower terrace.  Cannot be related to a cultural level outside the small area in which it was found.  0-70 cm bmgs; 130N/147-148E.Bell-shaped pits are typically assoc. with agriculturalist sites and were used for storage. Feature was filled with 50.3 kg of rock. Also referred to as an expedient hearth. Not clear to me what it is. No mention of Zea mays or even Zea mays pollen, but I do not have the entire report.",NA,NA,"POOL 2002","Plateau",1630,70,"5MF2987"
"5138",68486,"Colorado","Beta-58881","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",2760,90,NA,NA,NA,"5MF2995",NA,40.608316,-108.202444,"25-57 cm below bladed surface","Bulk soil from Feature 1M. Test Unit 2 and 3; 25-57 cm below bladed surface (open trench).",NA,NA,"MCDONALD 2001","Plateau",2760,90,"5MF2995"
"5139",68487,"Colorado","Beta-58882","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",1340,70,NA,NA,NA,"5MF2999",NA,40.608316,-108.202444,"28-31 cm bmgs","Bulk soil sample from Feature 1A.  28-31 cm bmgs;139N99E. A 3-cm thick, 50 x 37 cm amorphous dark stain in the top of Stratum 3. Metate frag. located adjacent to stain",NA,NA,"SANDERS ET AL. 2001","Plateau",1340,70,"5MF2999"
"5140",68488,"Colorado","Beta-58883","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",4980,80,NA,NA,NA,"5MF3050",NA,40.608316,-108.202444,NA,"Feature 1, hearth",NA,NA,"Spangler 2010, Paradigms and Perspecives revisited…","Plateau",4980,80,"5MF3050"
"5141",68489,"Colorado","Beta-58884","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",3180,80,NA,NA,NA,"5MF3198","Blue Knife site",40.608316,-108.202444,"ca 40 cm below bladed surface","Bulk soil sample from Feature A, a shallow, basin-shaped hearth filled with grayish black to black sand. No artifacts, FCR, or charcoal were observed. Meas. ca. 70 cm in dia., 21 cm deep. Top of feature was ca. 40 cm below the bladed surface.",NA,NA,"MCDONALD, ED. 2001","Plateau",3180,80,"Blue Knife site"
"5142",68490,"Colorado","Beta-58885","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",5240,60,NA,NA,NA,"5MF3589",NA,40.608316,-108.202444,NA,"Bulk soil from Feature 3 in Structure 3.",NA,NA,"MCDONALD 2000B","Plateau",5240,60,"5MF3589"
"5143",68491,"Colorado","Beta-58886","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",5100,70,NA,NA,NA,"5MF3589",NA,40.608316,-108.202444,NA,"Bulk soil from Feature 3 in Structure 3.",NA,NA,"MCDONALD 2000B","Plateau",5100,70,"5MF3589"
"5144",68492,"Colorado","Beta-58887","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4150,90,NA,NA,NA,"5MF3589",NA,40.608316,-108.202444,NA,"Bulk soil from Feature 7, charcoal stain overlying Structure 3",NA,NA,"MCDONALD 2000B","Plateau",4150,90,"5MF3589"
"5146",68494,"Colorado","Beta-59091","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",580,50,NA,NA,NA,"5MF1915","Red Rose site",40.608316,-108.202444,"10-20 cm bmgs, level 2","Area A (i.e. MF1915A), Feature 1B hearth, or hearth cleaning episode, Level 2; 10-20 cm bmgs; 531N/474E.  Assoc. artifacts: 77 Brownware sherds, Uncompahgre Brown Ware, small triangular proj pts, Desert S/N.",NA,NA,"KALASZ, ET AL. 2000","Plateau",580,50,"Red Rose site"
"5147",68495,"Colorado","Beta-59388","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",3720,80,NA,NA,NA,"5MF2987",NA,40.608316,-108.202444,NA,"Bulk soil sample from Feature 5, a hearth;  30-52 cm bmgs; 139N/171E. It meas. ca. 50 cm in dia., 22 cm deep, filled with dark silty sand.  On piece of FCR and 3 large river cobbles were on top of the hearth.  Flakes, FCR, and river cobbles were scattered around the hearth From the East Block, upper terrace.  A Duncan-Hanna proj pt is apparently from this block",NA,"Lab number is 58888 in Spangler 2010","POOL 2002","Plateau",3720,80,"5MF2987"
"5148",68496,"Colorado","Beta-59389","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1250,100,NA,NA,NA,"5MF2987",NA,40.608316,-108.202444,"25-38 cm bmgs","Bulk soil sample from Feature 24 hearth, meas. 125 x 60 cm in dia., 13 cm deep.  25-38 cm bmgs; 146N/131-132E.Assoc. cultural material:  15 flakes, 21 bone frags, 625 g rock, charred macrobotanical remains.Situated in a heavily used area on the upper terrace.",NA,NA,"POOL 2002","Plateau",1250,100,"5MF2987"
"5149",68497,"Colorado","Beta-59390","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",4110,90,NA,NA,NA,"5MF2993","Mud Spring Gulch",40.608316,-108.202444,NA,"Bulk soil from stain surrounding metate in the main occupation block.",NA,NA,"POOL 2000","Plateau",4110,90,"Mud Spring Gulch"
"5150",68498,"Colorado","Beta-59391","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",4060,70,NA,NA,NA,"5MF2993","Mud Spring Gulch",40.608316,-108.202444,NA,"Bulk soil from Feature 1, semi-circular pit containing FCR and one piece of debitage.",NA,NA,"POOL 2000","Plateau",4060,70,"Mud Spring Gulch"
"5151",68499,"Colorado","Beta-59392","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1110,90,NA,NA,NA,"5MF2995",NA,40.608316,-108.202444,NA,"Feature 1, from 1991 testing.  Test Unit 1; 0-40 cm bmgs (1991 testing).",NA,NA,"MCDONALD 2001","Plateau",1110,90,"5MF2995"
"5153",68501,"Colorado","Beta-59395","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",2420,100,NA,NA,NA,"5MF3006","Aught-Six site",40.608316,-108.202444,NA,"charcoal from sediment in Feature 3 hearth, with oxidized areas around the rim. Apparently an area of charcoal staining found in an auger probe.","RADIOMETRIC",NA,"GRAHAM 2000A","Plateau",2420,100,"Aught-Six site"
"5154",68502,"Colorado","Beta-59396","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4870,70,NA,NA,NA,"5MF3177",NA,40.608316,-108.202444,NA,"Bulk soil sample from the floor of Structure 1 (Feature 2B). Tools from structure included 1 awl.Roughly circular basin-shaped pit with 3 basin features in the interior (Feature 4, 6, and 7). Meas. 4.35 x 3.25, ca. 50 cm deep. Floor well defined by a very dark gray fill ca. 5 cm thick. Fill above the floor was gray eolian sand with debitage and several features. No artifacts directly assoc. with the floor. Several large stones on or in the floor.",NA,NA,"GRAHAM AND MCDONALD 2000","Plateau",4870,70,"5MF3177"
"5155",68503,"Colorado","Beta-59397","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4830,70,NA,NA,NA,"5MF3177",NA,40.608316,-108.202444,NA,"Bulk soil sample from Structure 2; steep-sided pit 35-40 cm deep.  It measured 4.0 m north-south and 2.85 m east-west.",NA,NA,"GRAHAM AND MCDONALD 2000","Plateau",4830,70,"5MF3177"
"5156",68504,"Colorado","Beta-59398","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",4720,70,NA,NA,NA,"5MF3615",NA,40.608316,-108.202444,NA,"Feature D",NA,NA,"Spangler 2010, Paradigms and Perspectives revisited…","Plateau",4720,70,"5MF3615"
"5157",68505,"Colorado","Beta-59472","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",2240,70,NA,NA,NA,"5MF1915","Red Rose site",40.608316,-108.202444,"46-64 cm bmgs","Area B (MF1915B), Feature 505 hearth.  46-64 cm bmgs; 333N/281E.",NA,NA,"KALASZ, ET AL. 2000","Plateau",2240,70,"Red Rose site"
"5158",68506,"Colorado","Beta-59473","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1420,50,NA,NA,NA,"5MF1915","Red Rose site",40.608316,-108.202444,NA,"Area B (MF1915B), Feature 510 hearth. 52-60 cm bmgs; 260N/271E.Hearth meas. 40 x 47 cm, 9 cm deep. Some oxidation present.",NA,NA,"KALASZ, ET AL. 2000","Plateau",1420,50,"Red Rose site"
"5159",68507,"Colorado","Beta-59474","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1300,70,NA,NA,NA,"5MF1915","Red Rose site",40.608316,-108.202444,"29-51 cm bmgs","Area B (MF1915B), Charcoal from Feature 513 hearth.  29-51 cm bmgs; 259N/272E.One of a cluster of 5 features. Hearth meas. 74 x 60 cm, 22 cm deep. Perhaps assoc. with the Aspen tradition",NA,NA,"KALASZ, ET AL. 2000","Plateau",1300,70,"Red Rose site"
"5160",68508,"Colorado","Beta-59867","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4630,60,NA,NA,NA,"5MF2996",NA,40.608316,-108.202444,NA,"Bulk soil sample from Feature 3.  50-75 cm bmgs; 192N/193-194E.",NA,NA,"KALASZ 2000","Plateau",4630,60,"5MF2996"
"5161",68509,"Colorado","Beta-59868","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4470,80,NA,NA,NA,"5MF2996",NA,40.608316,-108.202444,NA,"Bulk soil sample from Feature 9.  59-74 cm bmgs; 195N/191E.",NA,NA,"KALASZ 2000","Plateau",4470,80,"5MF2996"
"5162",68510,"Colorado","Beta-59869","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4270,70,NA,NA,NA,"5MF2996",NA,40.608316,-108.202444,NA,"Bulk soil sample from Feature 16.  41-54 cm bmgs; 195-196N/181-182E.",NA,NA,"KALASZ 2000","Plateau",4270,70,"5MF2996"
"5163",68511,"Colorado","Beta-60647","BONE",NA,"ARCHAEOLOGICAL","Moffat",2280,70,NA,NA,NA,"5MF1915","Red Rose site",40.608316,-108.202444,NA,"Bone bed in Area B  visible in the trench walls. The layer occurs below the main cultural layer in the middle and S parts of the site.",NA,NA,"KALASZ, ET AL. 2000","Plateau",2280,70,"Red Rose site"
"5164",68512,"Colorado","Beta-60648","BONE",NA,"ARCHAEOLOGICAL","Moffat",2140,70,NA,NA,NA,"5MF1915","Red Rose site",40.608316,-108.202444,NA,"Bone bed in Area B. From the same bone-dense area in the Area B stratum.",NA,NA,"KALASZ, ET AL. 2000","Plateau",2140,70,"Red Rose site"
"5165",68513,"Colorado","Beta-65102","SEDIMENT",NA,"GEOLOGICAL","Moffat",6870,90,NA,NA,NA,"5MF3687","KIB-Ridge-Yampa site",40.608316,-108.202444,NA,"Bulk soil sample from one of the exposed strata, S-550a.",NA,NA,"HAUCK AND HADDEN 1993","Plateau",6870,90,"KIB-Ridge-Yampa site"
"5166",68514,"Colorado","Beta-67414","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4310,70,NA,NA,NA,"5MF3187",NA,40.608316,-108.202444,NA,"Bulk soil sample from 140-150 cmbd; Horizon A.  Assoc. with what is termed the Middle Archaic occupation.",NA,NA,"MCDONALD 1999B","Plateau",4310,70,"5MF3187"
"5167",68515,"Colorado","Beta-67415","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",8210,90,NA,NA,NA,"5MF3003","Hard Labor site",40.608316,-108.202444,NA,"charcoal in sediment from Feature 8, a hearth (?) in the Lower Cultural Horizon. One other feature was dated from this horizon, Feature 53. Lower Cultural Horizon is comparable to Alpine's Component 3.",NA,NA,"O'BRIEN AND MCDONALD 2000C","Plateau",8210,90,"Hard Labor site"
"5168",68516,"Colorado","Beta-67416","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",7470,90,NA,NA,NA,"5MF3003","Hard Labor site",40.608316,-108.202444,NA,"charcoal in sediment from Feature 12, a feature (hearth?) in the Middle Cultural Horizon. Part of a cluster of 5 pits/hearths altogether.",NA,NA,"O'BRIEN AND MCDONALD 2000C","Plateau",7470,90,"Hard Labor site"
"5169",68517,"Colorado","Beta-67417","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",6010,80,NA,NA,NA,"5MF3003","Hard Labor site",40.608316,-108.202444,NA,"Feature 34. extended count. excavated by  both Metcalf and Alpine. Detected at 242 cm bd. Meas 29 (incomplete) x 49 cm in dia., 18 cm deep. Fill was brown silty sand with charcoal flecking; no FCR, no oxidation, no artifacts or faunal remains. Interpreted as a limited use hearth.",NA,NA,"O'BRIEN AND MCDONALD 2000C","Plateau",6010,80,"Hard Labor site"
"5171",68519,"Colorado","Beta-67419","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",3770,70,NA,NA,NA,"5MF3007",NA,40.608316,-108.202444,NA,"Soil from Feature 4 hearth.  Hanna pt found nearby in the cultural stratum assoc. with this hearth.",NA,NA,"GRAHAM 2000B","Plateau",3770,70,"5MF3007"
"5172",68520,"Colorado","Beta-67420","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",960,50,NA,NA,NA,"5MF3012",NA,40.608316,-108.202444,NA,"Charcoal from Feature 19, globular pit filled with animal bone, greasy sediments. Called a bone processing feature. Meas. 43 x 47 cm, 41 cm deep. Artifacts: 4 flakes, 192 bone, 10 FCR (3,555g), 1 mano, 3 hammerstones..",NA,NA,"O'BRIEN AND MCDONALD 2000","Plateau",960,50,"5MF3012"
"5173",68521,"Colorado","Beta-67421","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1160,50,NA,NA,NA,"5MF3012",NA,40.608316,-108.202444,NA,"Charcoal from Feature 30, circular steep-walled hearth; some oxidation near top of feature. Some GS was burned. All bone was small frags. Fill moderately charcoal-stained. Artifacts: 4 flakes, 38 bone, 23 FCR (140g).",NA,NA,"O'BRIEN AND MCDONALD 2000","Plateau",1160,50,"5MF3012"
"5174",68522,"Colorado","Beta-67422","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4330,90,NA,NA,NA,"5MF3177",NA,40.608316,-108.202444,NA,"Bulk soil sample from Feature 9, amorphous pit.",NA,NA,"GRAHAM AND MCDONALD 2000","Plateau",4330,90,"5MF3177"
"5175",68523,"Colorado","Beta-67423","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",5830,90,NA,NA,NA,"5MF3572",NA,40.608316,-108.202444,NA,"charcoal from Feature 1, a posthole thought to be part of one of the 3 structures posited as being present",NA,NA,"PENNEFATHER-O'BRIEN AND MCDONALD 1999","Plateau",5830,90,"5MF3572"
"5176",68524,"Colorado","Beta-67487","SEDIMENT","alkali insoluble fraction","GEOLOGICAL","Moffat",3400,50,NA,NA,NA,"5MF3687","KIB-Ridge-Yampa site",40.608316,-108.202444,NA,"Bulk soil sample from one of the exposed cultural strata. This date is on the alkali insoluble fraction. Date is from the same soil sample as B-67488.",NA,NA,"Hauck and Hadden 1993","Plateau",3400,50,"KIB-Ridge-Yampa site"
"5178",68526,"Colorado","Beta-7013","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1280,50,NA,NA,NA,"5MF958",NA,40.608316,-108.202444,NA,"Feature 1, a deep, basin-shaped hearth with assoc. fire burned rock.Meas. 70 x 60 cm in dia., 30 cm deep. 90% of the charcoal was Artemisia sp.Assigned to Component 2, L. Prehistoric period.",NA,NA,"REUST ET AL. 1984","Plateau",1280,50,"5MF958"
"5179",68527,"Colorado","Beta-7020","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1500,90,NA,NA,NA,"5MF958",NA,40.608316,-108.202444,NA,"Feature 2, a basin-shaped hearth, located on the E side of Area A.Meas. 30 cm in dia., 10 cm deep. No assoc. artifacts. Assigned to the L. Prehistoric Period.",NA,NA,"REUST ET AL. 1984","Plateau",1500,90,"5MF958"
"5181",68529,"Colorado","Beta-70414","CHARCOAL",NA,"ARCHAEOLOGICAL","Moffat",1080,70,NA,NA,NA,"5MF2991",NA,40.608316,-108.202444,NA,"Feature 1, circular basin hearth; only feature on the site to yield a charcoal rather than a bulk soil sample date. Most recent date from the site (Late Prehistoric). Part of AU1, consisting of 19 features excavated from the fill above Structures 18 and 41.",NA,NA,"ROOD AND MCDONALD 2000","Plateau",1080,70,"5MF2991"
"5182",68530,"Colorado","Beta-70415","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4820,70,NA,NA,NA,"5MF2991",NA,40.608316,-108.202444,NA,"Bulk soil from Feature 3A, an oval basin hearth in Structure 3. Structure 3 was located in the Datum B area, AU B. Partially destroyed by pipeline. Top of structure found at 2.15 m below datum, with floor ca. 2.45 m below datum; undulatiing floor. Structure meas. 3.8 x 3.5/4.0 m, with moderately step walls in some areas. Floor unprepared, with few if any artifacts. Fill was dark, charcoal stained sand. Four features: posthole, basin hearth, shalow depression, and a bell-shaped storage pit. a few leporid bones in fill. No evidence of plant processing.",NA,NA,"ROOD AND MCDONALD 2000","Plateau",4820,70,"5MF2991"
"5183",68531,"Colorado","Beta-70416","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",4530,80,NA,NA,NA,"5MF2991",NA,40.608316,-108.202444,NA,"Bulk soil sample from Feature 8, circular flat-bottomed hearth.",NA,NA,"ROOD AND MCDONALD 2000","Plateau",4530,80,"5MF2991"
"5184",68532,"Colorado","Beta-70417","SEDIMENT",NA,"ARCHAEOLOGICAL","Moffat",5550,70,NA,NA,NA,"5MF2991",NA,40.608316,-108.202444,NA,"Soil from Feature 18A, hearth in Structure 18. See description of structure in Feature 18B.Feature 18A described as circular, flat-bottomed hearth.",NA,NA,"ROOD AND MCDONALD 2000","Plateau",5550,70,"5MF2991"
