,State,ID,Material,Taxa,Type,County,Measured,Mea_SE,Norm,Norm_SE,X13C,SiteID,SiteName,Lat,Long,Strat,Context,AMS_Radio,Comment,Reference,Region,Date,Error,Site_Name
66729,Utah,Beta-187452,FECES,Homo sapiens,ARCHAEOLOGICAL,Tooele,NA,NA,6020,50,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,"Level DII, UMNH Collection",AMS,Mixed Archaic indicators in this level; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,6020,50,Danger Cave
66730,Utah,Beta-187453,FECES,Homo sapiens,ARCHAEOLOGICAL,Tooele,NA,NA,8100,40,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,"Level DII, UMNH Collection",AMS,Mixed Archaic indicators in this level; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,8100,40,Danger Cave
66731,Utah,Beta-187454,FECES,Homo sapiens,ARCHAEOLOGICAL,Tooele,NA,NA,8100,40,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,"Level DII, UMNH Collection",AMS,Mixed Archaic indicators in this level; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,8100,40,Danger Cave
66732,Utah,Beta-189083,FECES,Homo sapiens,ARCHAEOLOGICAL,Tooele,NA,NA,3030,40,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,"Level DI, UMNH Collections",AMS,Very few diagnostics in this level; see Lapp (2007) for discussion of point types by level,Rhode et al. 2006:334,Basin,3030,40,Danger Cave
66733,Utah,Beta-189084,FECES,Homo sapiens,ARCHAEOLOGICAL,Tooele,NA,NA,8160,40,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,DII (says DI in publication - typo?),AMS,Mixed Archaic indicators in this level; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,8160,40,Danger Cave
66734,Utah,Beta-189085,FECES,Homo sapiens,ARCHAEOLOGICAL,Tooele,NA,NA,5060,40,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,DII,AMS,Mixed Archaic indicators in this level; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,5060,40,Danger Cave
66735,Utah,Beta-190866,OTHER,pickleweed chaff,ARCHAEOLOGICAL,Tooele,NA,NA,8200,50,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,"Level DII (Middle-Upper), Feature 1 6 or 30, Stratum 7",AMS,Mixed Archaic indicators in Level DII; no diagnostics in Stratum 7; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,8200,50,Danger Cave
66736,Utah,Beta-190867,OTHER,pickleweed chaff,ARCHAEOLOGICAL,Tooele,NA,NA,8440,50,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,"Level DII (Middle), Upper, Feature 1 6, Stratum 6",AMS,Mixed Archaic indicators in Level DII; no diagnostics in Stratum 6; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,8440,50,Danger Cave
66737,Utah,Beta-193123,OTHER,pickleweed chaff,ARCHAEOLOGICAL,Tooele,NA,NA,8570,40,NA,42TO13,Danger Cave,40.445422,-113.182152,"equivalent to fry's layer Feature 1 2, middle 12, middle DII","stratum 04-11 (2004 excavation), equivalent to Fry's layer Feature 12, middle DII",AMS,Sample from lowest pickleweed layer; mixed Archaic indicators in this level; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,8570,40,Danger Cave
66738,Utah,Beta-193124,OTHER,pickleweed chaff,ARCHAEOLOGICAL,Tooele,NA,NA,8380,60,NA,42TO13,Danger Cave,40.445422,-113.182152,"equivalent to fry's layer Feature 1 2, middle 12, middle DII","stratum 04-10 (2004 excavation), equivalent to Fry's layer Feature 12, middle DII",AMS,Uppermost pickleweed layer; mixed Archaic indicators in this level; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,8380,60,Danger Cave
66740,Utah,Beta-19335,SEEDS,Scirpus olneyi,ARCHAEOLOGICAL,Tooele,880,100,NA,NA,NA,42TO13,Danger Cave,40.445422,-113.182152,scirpus oln 35c/ possibly correlate w/ DVI (). Scirpus olneyi.,Stratum 35c/ possibly correlate w/ DVI (). Scirpus olneyi.,RADIOMETRIC,Mixed Archaic-Formative indicators in this level; single Desert SN in Stratum 35; see Lapp (2007) for discussion of point types by level,"METCALFE 1999; Madsen and Rhode, 1990",Basin,880,100,Danger Cave
66744,Utah,Beta-23646,OTHER,"Plant, Scirpus. Stratum 37, DVI.",ARCHAEOLOGICAL,Tooele,330,100,NA,NA,NA,42TO13,Danger Cave,40.445422,-113.182152,strat 31,"Charcoal, dispersed, Stratum 31, DV, cultural level 5",RADIOMETRIC,Mixed Archaic-Formative indicators in this level; no diagnostics in Stratum 37; date listed as 300 +100 in Rhode and Madsen 1998; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,330,100,Danger Cave
66745,Utah,Beta-23647,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,2660,90,NA,NA,NA,42TO13,Danger Cave,40.445422,-113.182152,Strat 30,"Charcoal, dispersed, Stratum 30, DIV, cultural level 4?",RADIOMETRIC,Mixed Archaic-Formative indicators in this level; no diagnostics in Stratum 31; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,2660,90,Danger Cave
66747,Utah,Beta-23649,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,5160,100,NA,NA,NA,42TO13,Danger Cave,40.445422,-113.182152,Strat 24,"Level DIV, Stratum 25",RADIOMETRIC,Mixed Archaic-Formative indicators in this level; no diagnostics in Stratum 25; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,5160,100,Danger Cave
66748,Utah,Beta-23650,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,5360,70,NA,NA,NA,42TO13,Danger Cave,40.445422,-113.182152,Strat 18,"Level DIII, Stratum 24",RADIOMETRIC,Mixed Archaic-Formative indicators in this level; no diagnostics in Stratum 24; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,5360,70,Danger Cave
66749,Utah,Beta-23651,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,6030,90,NA,NA,NA,42TO13,Danger Cave,40.445422,-113.182152,Strat 11,"Level DIII, Stratum 18",RADIOMETRIC,Mixed Archaic-Formative indicators in this level; no diagnostics in Stratum 18; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,6030,90,Danger Cave
66751,Utah,Beta-23653,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,7920,80,NA,NA,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,"Level DII (Upper), Feature 30, Stratum 9",RADIOMETRIC,Mixed Archaic indicators in Level DII; no diagnostics in Stratum 9; Rhode and Madsen (1998) list the date as 7930 BP; see Lapp (2007) for discussion of point types by level,Madsen and Rhode 1990,Basin,7920,80,Danger Cave
66752,Utah,Beta-254911,TEXTILE,Twining,ARCHAEOLOGICAL,Tooele,NA,NA,5840,40,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,NA,NA,"Parching tray fragment, close simple, S-twist weft","Jennings 1957 pg. 260:Table 31, Series 1.;  BLM 2009",Basin,5840,40,Danger Cave
66753,Utah,Beta-254912,TEXTILE,Twining,ARCHAEOLOGICAL,Tooele,NA,NA,6190,40,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,NA,NA,"Parching tray fragment, close twined, simple, S-twist weft","Jennings 1957 pg. 260: Table 31, Series 1.;  BLM 2009",Basin,6190,40,Danger Cave
66754,Utah,Beta-43727,SEEDS,Pinyon Nut Hulls,ARCHAEOLOGICAL,Tooele,6690,70,NA,NA,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,"Feature 112 hearth in Structure 1.  Structure only about 2 m in dia., lightly used as evidenced by paucity of debris; lightly stained and compacted use surface.  Four probable post sockets along the E edge, strongly suggesting the presence of a superstructure.  One of the earliest structures in Utah.",RADIOMETRIC,Provenience not specified; see Lapp (2007) for discussion of point types by level,Rhode and Madsen 1998,Basin,6690,70,Danger Cave
66755,Utah,Beta-520993,LEATHER,Point Binding,ARCHAEOLOGICAL,Tooele,NA,NA,5440,40,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,Disturbed Back Dirt,AMS,Sample from binding still attached to a Pequop SN point; recovered from back-dirt piles left by Jennings; point erroneously labeled Elko Eared in many publications; see Lapp (2007) for discussion of point types by level,"Bryan Hockett, personal communication 2019",Basin,5440,40,Danger Cave
66756,Utah,Beta-520994,LEATHER,Point Binding,ARCHAEOLOGICAL,Tooele,NA,NA,1580,30,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,Disturbed Back Dirt,AMS,Sample from binding still attached to a Rosegate Series point; recovered from back-dirt piles left by Jennings; see Lapp (2007) for discussion of point types by level,"Bryan Hockett, personal communication 2019",Basin,1580,30,Danger Cave
66757,Utah,Beta-520995,LEATHER,point binding,ARCHAEOLOGICAL,Tooele,NA,NA,5280,30,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,Disturbed Back Dirt,AMS,Sample from binding still attached to a Pinto Series point; recovered from back-dirt piles left by Jennings; see Lapp (2007) for discussion of point types by level,"Madsen, pers com. 2020",Basin,5280,30,Danger Cave
66758,Utah,Beta-520996,LEATHER,point binding,ARCHAEOLOGICAL,Tooele,NA,NA,5320,30,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,Disturbed Back Dirt,AMS,Sample from binding still attached to a large side-notched point; recovered from back-dirt piles left by Jennings; see Lapp (2007) for discussion of point types by level,"Madsen, pers com. 2020",Basin,5320,30,Danger Cave
66759,Utah,Beta-97898,FECES,Homo sapiens,ARCHAEOLOGICAL,Tooele,NA,NA,3310,60,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,DI,AMS,Rhode and Madsen (1998) list the date as 3330 BP; very few diagnostics in this level; see Lapp (2007) for discussion of point types by level,NA,Basin,3310,60,Danger Cave
66764,Utah,C-636,WOOD,twigs,ARCHAEOLOGICAL,Tooele,3819,80,NA,NA,NA,42TO13,Danger Cave,40.445422,-113.182152,NA,DIV,RADIOMETRIC,Jennings (1975) lists the deviation as +160; mixed Archaic-Formative indicators; see Lapp (2007) for discussion of point types by level; solid carbon method,Madsen and Rowe 1988 - Utah Radiocarbon Dates I:…,Basin,3819,80,Danger Cave
66766,Utah,D-AMS-14556,OTHER,"sinew, point binding",ARCHAEOLOGICAL,Tooele,NA,NA,6791,28,-14.9,42TO13,Danger Cave,40.445422,-113.182152,NA,Side-notched projectile point sinew,AMS,Provenience not specified; see Lapp (2007) for discussion of point types by level,"Hoskins 2016, Evaluating the Antiquity and Morphology of Corner-notched… (UNR master's thesis)",Basin,6791,28,Danger Cave
66782,Utah,NSRL-11436,UNKNOWN,NA,ARCHAEOLOGICAL,Tooele,NA,NA,8410,50,NA,42TO13,Danger Cave,40.445422,-113.182152,strat 8,"Level DII (Upper), Feature 30, Stratum 8",AMS,Mixed Archaic indicators in Level DII; no diagnostics in Stratum 8; see Lapp (2007) for discussion of point types by level,"Jennings, 1957; Rhode et al, 2006; Tamers et al, 1964; Madsen and Rhode, 1990; filtered per criteria in Goebel et al, 2007",Basin,8410,50,Danger Cave
66788,Utah,UGAMS-21630,OTHER,sinew,ARCHAEOLOGICAL,Tooele,NA,NA,7000,30,-19.2,42TO13,Danger Cave,40.445422,-113.182152,NA,Corner-notched projectile point sinew,AMS,Mixed Archaic-Formative indicators in this level; see Lapp (2007) for discussion of point types by level,"Hoskins 2016, Evaluating the Antiquity and Morphology of Corner-notched… (UNR master's thesis)",Basin,7000,30,Danger Cave
66789,Utah,UGAMS-21631,LEATHER,Point Binding,ARCHAEOLOGICAL,Tooele,NA,NA,7230,30,-20.3,42TO13,Danger Cave,40.445422,-113.182152,NA,Corner-notched projectile point sinew,AMS,Mixed Archaic-Formative indicators in this level; see Lapp (2007) for discussion of point types by level,"Hoskins 2016, Evaluating the Antiquity and Morphology of Corner-notched… (UNR master's thesis)",Basin,7230,30,Danger Cave
66791,Utah,Beta-19334,CHARCOAL,composite,ARCHAEOLOGICAL,Tooele,1350,90,NA,NA,NA,42TO106,Floating Island Cave,40.445422,-113.182152,f-23- stratigraphic unit @ 30 cm from sur 30 cm from surface,Stratum 21 / FS 61/ F-23- stratigraphic unit @ 30 cm from surface,NA,Rosegate and Gypsum points in this level; also Elko Series,"JONES, 1987, Beta Report, 1986; METCALFE 1999",Basin,1350,90,Floating Island Cave
66792,Utah,Beta-19337,CHARCOAL,charcoal and twigs,ARCHAEOLOGICAL,Tooele,2220,60,NA,NA,NA,42TO106,Floating Island Cave,40.445422,-113.182152,NA,Stratum 19. Charcoal and twigs,NA,"Elko Series in this level, but no diagnostic artifacts; published as Beta-12337 in Lupo et al 2021",JONES 1986,Basin,2220,60,Floating Island Cave
66793,Utah,Beta-19338,OTHER,NA,ARCHAEOLOGICAL,Tooele,3610,70,NA,NA,NA,42TO106,Floating Island Cave,40.445422,-113.182152,NA,Stratum 10,NA,Early-Middle Archaic points in Levels 7 to 14; also lanceolate and Elko Series in this level,JONES 1986,Basin,3610,70,Floating Island Cave
66794,Utah,Beta-19339,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,7460,80,NA,NA,NA,42TO106,Floating Island Cave,40.445422,-113.182152,NA,Stratum 2. Charcoal from Hearth.,NA,Lowest cultural level below layer of Mazama Tephra from volcanic eruption at 7633 BP; no diagnostic artifacts,JONES 1986,Basin,7460,80,Floating Island Cave
66796,Utah,Beta-24400,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,6090,80,NA,NA,NA,42TO106,Floating Island Cave,40.445422,-113.182152,NA,Stratum 7,NA,Four Northern SN in this level; no other diagnostic artifacts,Kevin Jones            (personal communication),Basin,6090,80,Floating Island Cave
66797,Utah,Beta-24401,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,1450,80,NA,NA,NA,42TO106,Floating Island Cave,40.445422,-113.182152,NA,"Stratum 24, FS 418",NA,"Humboldt, Rosegate, Gypsum, and Cottonwood Series levels 22-25; also Elko Series",METCALFE 1999,Basin,1450,80,Floating Island Cave
66798,Utah,Beta-54361,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,770,70,NA,NA,NA,42TO106,Floating Island Cave,40.445422,-113.182152,NA,Charcoal,NA,NA,"Kevin Jones, personal commun with DHT year?",Basin,770,70,Floating Island Cave
66799,Utah,Beta-54362,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,5670,70,NA,NA,NA,42TO106,Floating Island Cave,40.445422,-113.182152,NA,Stratum 8,NA,Early-Middle Archaic points in Levels 7 to 14; also Elko Series in this level,Jones and Madsen 2019:22,Basin,5670,70,Floating Island Cave
66800,Utah,PSUAMS-6414,WOOD,Allenrolfea twigs,GEOLOGICAL,Tooele,NA,NA,2190,20,NA,42TO106,Floating Island Cave,40.445422,-113.182152,NA,NA,AMS,NA,NA,Basin,2190,20,Floating Island Cave
66801,Utah,PSUAMS-6415,WOOD,Allenrolfea twigs,GEOLOGICAL,Tooele,NA,NA,1900,20,NA,42TO106,Floating Island Cave,40.445422,-113.182152,NA,NA,AMS,NA,NA,Basin,1900,20,Floating Island Cave
66802,Utah,PSUAMS-6416,WOOD,Allenrolfea twigs,GEOLOGICAL,Tooele,NA,NA,1540,20,NA,42TO106,Floating Island Cave,40.445422,-113.182152,NA,NA,AMS,NA,NA,Basin,1540,20,Floating Island Cave
66803,Utah,GaK-1556,WOOD,Charred Wood,ARCHAEOLOGICAL,Tooele,1780,80,NA,NA,NA,42TO105,Grantsville Site,40.445422,-113.182152,NA,General Occupation,RADIOMETRIC,"Sample provenience described as ""general occupation area;"" context and associations not indicated in Shields' excavation report",Marwitt 1970:144,Basin,1780,80,Grantsville Site
66804,Utah,Beta-314524,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,160,30,NA,42TO5040,Knolls Dunes Sites,40.445422,-113.182152,NA,NA,NA,NA,Rice et al. 2018,Basin,160,30,Knolls Dunes Sites
66805,Utah,Beta-333293,BONE,burned,ARCHAEOLOGICAL,Tooele,NA,NA,2640,30,NA,42TO5195,Knolls Dunes Sites,40.445422,-113.182152,NA,NA,NA,NA,Rice et al. 2018,Basin,2640,30,Knolls Dunes Sites
66806,Utah,WSU-4949,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,1600,80,-26.6,42TO701,Lower Lead Mine Hills Cave,40.445422,-113.182152,NA,Stratum VII,RADIOMETRIC,Original testing report not in SHPO files; date not described in detail in ARPA investigation report cited here,Arkush 1998,Basin,1600,80,Lower Lead Mine Hills Cave
66808,Utah,WSU-4951,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,1170,70,-17.4,42TO701,Lower Lead Mine Hills Cave,40.445422,-113.182152,NA,Stratum VIII,RADIOMETRIC,Original testing report not in SHPO files; date not described in detail in ARPA investigation report cited here,Arkush 1998,Basin,1170,70,Lower Lead Mine Hills Cave
66809,Utah,WSU-4952,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,1510,80,NA,NA,NA,42TO701,Lower Lead Mine Hills Cave,40.445422,-113.182152,NA,Stratum IV,RADIOMETRIC,NA,Arkush 1998,Basin,1510,80,Lower Lead Mine Hills Cave
66810,Utah,WSU-4953,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,2640,70,-23.1,42TO701,Lower Lead Mine Hills Cave,40.445422,-113.182152,NA,NA,RADIOMETRIC,Original testing report not in SHPO files; date not described in detail in ARPA investigation report cited here,Kuber et al. 2016:26,Basin,2640,70,Lower Lead Mine Hills Cave
66811,Utah,Beta-184093,CHARCOAL,Pooled Charcoal,ARCHAEOLOGICAL,Tooele,NA,NA,1230,60,NA,42TO137,Mosquito Willie,40.445422,-113.182152,strat 5,Test Area 1 Stratum 5,NA,Cultural stratum with abundant bifaces and points,Janetski 2004,Basin,1230,60,Mosquito Willie
66812,Utah,Beta-184094,CHARCOAL,Pooled Charcoal,ARCHAEOLOGICAL,Tooele,NA,NA,1190,60,NA,42TO137,Mosquito Willie,40.445422,-113.182152,strat 3,Test Area 2 Stratum 3,NA,Cultural stratum with abundant bone scrap and artifacts; bone beads present,Janetski 2004,Basin,1190,60,Mosquito Willie
66813,Utah,Beta-184095,CHARCOAL,Pooled Charcoal,ARCHAEOLOGICAL,Tooele,NA,NA,2220,60,NA,42TO137,Mosquito Willie,40.445422,-113.182152,strat 5,Test Area 5 Stratum 5,NA,"Cultural stratum with lithis, bone, and charcoal; no diagnostics",Janetski 2004,Basin,2220,60,Mosquito Willie
66815,Utah,Beta-184805,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,2280,40,NA,42TO137,Mosquito Willie,40.445422,-113.182152,strat 4,Test Area 6 Stratum 4,NA,NA,Janetski 2004,Basin,2280,40,Mosquito Willie
66816,Utah,Beta-186789,SEDIMENT,Organic Sediment,GEOLOGICAL,Tooele,NA,NA,7150,40,-18.6,42TO137,Mosquito Willie,40.445422,-113.182152,NA,"South Marsh, 1.2-C1",AMS,"Sample intended to bracket human occupation of the site, but paleoecological dates earlier than cultural components","Janetski 2006, Mosquito Willie (42TO137): A Late Archaic Site on the Western Edge…",Basin,7150,40,Mosquito Willie
66817,Utah,Beta-186790,SEDIMENT,Organic Sediment,GEOLOGICAL,Tooele,NA,NA,7630,50,-23.5,42TO137,Mosquito Willie,40.445422,-113.182152,NA,"South Marsh, 1.2-C1",AMS,"Sample intended to bracket human occupation of the site, but paleoecological dates earlier than cultural components","Janetski 2006, Mosquito Willie (42TO137): A Late Archaic Site on the Western Edge…",Basin,7630,50,Mosquito Willie
66818,Utah,Beta-203081,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,7770,90,-25.7,42TO137,Mosquito Willie,40.445422,-113.182152,5 - 10 cmbs,"Feature 7, Strat V, N24/W1, 5 - 10 cmbs (cat. 1484)",NA,NA,Young et al. 2006,Basin,7770,90,Mosquito Willie
66819,Utah,Beta-203082,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,1350,50,-2.6,42TO137,Mosquito Willie,40.445422,-113.182152,20-25 cmbs,"Feature 7, Strat IV, N24/W1, 20 - 25 cmbs, (cat. 1494)",NA,NA,Young et al. 2006,Basin,1350,50,Mosquito Willie
66820,Utah,Beta-203083,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,1330,40,-24.7,42TO137,Mosquito Willie,40.445422,-113.182152,35-40 cmbs,"Feature 7, Strat IV, N24/W1, 35 - 40 cmbs (cat. 1501)",NA,NA,Young et al. 2006,Basin,1330,40,Mosquito Willie
66821,Utah,Beta-203084,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,1470,60,-19.2,42TO137,Mosquito Willie,40.445422,-113.182152,10-23 cmbs,"Feature 7, Feature 2, Strat IV, N22/W1, 10 - 23 cmbs (cat. 1398)",NA,NA,Young et al. 2006,Basin,1470,60,Mosquito Willie
66822,Utah,Beta-203085,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,1370,40,-22.6,42TO137,Mosquito Willie,40.445422,-113.182152,30-40 cmbs,"Feature 7, Strat IV, N24/E1, 30 - 40 cmbs (cat. 1474)",NA,NA,Young et al. 2006,Basin,1370,40,Mosquito Willie
66823,Utah,Beta-216770,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,1510,40,NA,42TO137,Mosquito Willie,40.445422,-113.182152,strat IV,"Feature 12, Feature 15, Strat IV, N26.5/E0",NA,NA,Young et al. 2006,Basin,1510,40,Mosquito Willie
66824,Utah,Beta-216771,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,1550,70,NA,42TO137,Mosquito Willie,40.445422,-113.182152,Strat IV,"Feature 12, Feature 16, Strat IV, N26.5/E0",NA,NA,Young et al. 2006,Basin,1550,70,Mosquito Willie
66825,Utah,Beta-216772,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,1410,50,NA,42TO137,Mosquito Willie,40.445422,-113.182152,Strat IV,"Feature 9, Strat IV, Feature 18, Trench 1",NA,NA,Young et al. 2006,Basin,1410,50,Mosquito Willie
66826,Utah,Beta-216773,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,1450,60,NA,42TO137,Mosquito Willie,40.445422,-113.182152,Strat IV,"Feature 11, Feature 20, Strat IV, N21/W6",NA,NA,Young et al. 2006,Basin,1450,60,Mosquito Willie
66827,Utah,Beta-216774,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,1270,50,NA,42TO137,Mosquito Willie,40.445422,-113.182152,Strat IV,"Feature 11, Feature 21, Strat IV, N21/W9",NA,NA,Young et al. 2006,Basin,1270,50,Mosquito Willie
66828,Utah,WSU-4943,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,490,60,-23.5,42TO137,Mosquito Willie,40.445422,-113.182152,15-18 cm bmgs,"Feature 2 hearth. Exposed in the NE corner and sidewall of Unit 18S-2W, 15-18 cm bmgs. Upper part of Stratum IV",RADIOMETRIC,Original testing report not in SHPO files; date not described in detail in Janetski's excavation report,ARKUSH 1998,Basin,490,60,Mosquito Willie
66830,Utah,Beta-184532,SEDIMENT,Organic Sediment,GEOLOGICAL,Tooele,NA,NA,3990,40,-17.2,42TO137,"Mosquito Willie, south marsh",40.445422,-113.182152,74-75 cm bgs,"Core 1-3, 74-75 cm bgs",AMS,"Sample intended to bracket human occupation of the site, but paleoecological dates earlier than cultural components","Janetski 2006, Mosquito Willie (42TO137): A Late Archaic Site on the Western Edge...",Basin,3990,40,"Mosquito Willie, south marsh"
66831,Utah,Beta-184533,SEDIMENT,Organic Sediment,GEOLOGICAL,Tooele,NA,NA,4110,40,-19.3,42TO137,"Mosquito Willie, south marsh",40.445422,-113.182152,NA,"Bog Core, south marsh Core 1-5",AMS,"Sample intended to bracket human occupation of the site, but paleoecological dates earlier than cultural components","Janetski 2006, Mosquito Willie (42TO137): A Late Archaic Site on the Western Edge...",Basin,4110,40,"Mosquito Willie, south marsh"
66832,Utah,Beta-109854,SEEDS,Charred Indian Rice Grass,ARCHAEOLOGICAL,Tooele,NA,NA,4500,100,NA,42TO213,Playa View Dune,40.445422,-113.182152,strat 3,Stratum 3 refuse; charred Indian Rice Grass seeds or charcoal chunks or flecks,AMS,"Cultural deposits 2.5 by 4m and 12cm thick; associated with burned bone and FCR; narrative says sample was wood charcoal, but table indicates it was charred rice grass",Simms et al. 1999,Basin,4500,100,Playa View Dune
66833,Utah,Beta-109855,SEEDS,Charred Indian Rice Grass,ARCHAEOLOGICAL,Tooele,NA,NA,4280,90,NA,42TO213,Playa View Dune,40.445422,-113.182152,NA,Hearth 2; charred Indian Rice Grass seeds or charcoal chunks or flecks,AMS,"Hearth 50 by 60cm and 12cm deep intruding into Stratum 3; no associated artifacts; narrative says sample was wood charcoal, but table indicates it was charred rice grass",Simms et al. 1999,Basin,4280,90,Playa View Dune
66834,Utah,Beta-152810,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,3650,60,NA,42TO1778,Road-Cut Dune,40.445422,-113.182152,NA,Thermal Feature,AMS,Sample from a charcoal lens in a road cut; Madsen and Schmitt refer to it as a possible structure,MADSEN AND SCHMITT  2002; Varley and Page 2001; Madsen and Schmitt 2005,Basin,3650,60,Road-Cut Dune
66836,Utah,Beta-146872,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,170,40,-26.1,42TO1407,West Baker Dunes,40.445422,-113.182152,NA,Feature 4 Hearth,AMS,Concentration of FCR in an area 1 by 2m; no diagnostics mentioned,MADSEN AND SCHMITT  2002;  MADSEN AND SCHMITT 2005,Basin,170,40,West Baker Dunes
66837,Utah,Beta-159248,CHARCOAL,NA,ARCHAEOLOGICAL,Tooele,NA,NA,2720,40,NA,42TO1803,West Baker Dunes,40.445422,-113.182152,NA,Hearth in dunes.,NA,Charcoal-stained soils and FCR in an area 2m in diameter; no diagnostics mentioned,MADSEN AND SCHMITT  2002; Varley and Page 2001,Basin,2720,40,West Baker Dunes
66838,Utah,Beta-120199,SHELL,NA,GEOLOGICAL,Tooele,NA,NA,9640,60,-9.5,42TO1009,Wild Isle,40.445422,-113.182152,NA,NA,NA,NA,NA,Basin,9640,60,Wild Isle
